date,rank,title,author,last_week,peak,total_week
2022-12-11,46,Made You Look,Meghan Trainor,36,24,7
2022-12-11,47,Tomorrow 2,GloRilla & Cardi B,37,9,11
2022-12-11,48,On Time,Metro Boomin & John Legend,NEW,Metro Boomin & John Legend,-
2022-12-11,49,Tennessee Fan,Morgan Wallen,NEW,Morgan Wallen,-
2022-12-11,50,Wait For U,Future Featuring Drake & Tems,40,1,32
2022-12-11,51,Just Wanna Rock,Lil Uzi Vert,35,21,8
2022-12-11,52,Walk Em Down (Don't Kill Civilians),Metro Boomin & 21 Savage Featuring Mustafa,NEW,Metro Boomin & 21 Savage Featuring Mustafa,-
2022-12-11,53,Around Me,Metro Boomin Featuring Don Toliver,NEW,Metro Boomin Featuring Don Toliver,-
2022-12-11,54,Golden Hour,JVKE,41,35,15
2022-12-11,55,I Can't Save You (Interlude),Metro Boomin & Future Featuring Don Toliver,NEW,Metro Boomin & Future Featuring Don Toliver,-
2022-12-11,56,Thank God,Kane Brown With Katelyn Brown,55,22,13
2022-12-11,57,Days That End In Why,Morgan Wallen,NEW,Morgan Wallen,-
2022-12-11,58,Fall In Love,Bailey Zimmerman,51,29,32
2022-12-11,59,Feel The Fiyaaaah,Metro Boomin & A$AP Rocky Featuring Takeoff,NEW,Metro Boomin & A$AP Rocky Featuring Takeoff,-
2022-12-11,60,Until I Found You,Stephen Sanchez,54,38,23
2022-12-11,61,Lavender Haze,Taylor Swift,52,2,7
2022-12-11,62,Shirt,SZA,66,11,6
2022-12-11,63,Victoria's Secret,Jax,57,35,19
2022-12-11,64,Son Of A Sinner,Jelly Roll,60,31,23
2022-12-11,65,Rock And A Hard Place,Bailey Zimmerman,61,24,26
2022-12-11,66,All The Money (Bonus),Metro Boomin & Gunna,NEW,Metro Boomin & Gunna,-
2022-12-11,67,What My World Spins Around,Jordan Davis,62,41,17
2022-12-11,68,La Jumpa,Arcangel & Bad Bunny,NEW,Arcangel & Bad Bunny,-
2022-12-11,69,Wait In The Truck,HARDY Featuring Lainey Wilson,65,51,14
2022-12-11,70,Spin Bout U,Drake & 21 Savage,53,5,5
2022-12-11,71,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,63,32,11
2022-12-11,72,Lock On Me,"Metro Boomin, Travis Scott & Future",NEW,"Metro Boomin, Travis Scott & Future",-
2022-12-11,73,Circo Loco,Drake & 21 Savage,56,8,5
2022-12-11,74,Hold Me Closer,Elton John & Britney Spears,67,6,15
2022-12-11,75,On BS,Drake & 21 Savage,58,4,5
2022-12-11,76,Whiskey On You,Nate Smith,76,44,25
2022-12-11,77,Major Distribution,Drake & 21 Savage,59,3,5
2022-12-11,78,Free Mind,Tems,74,46,21
2022-12-11,79,Heart Like A Truck,Lainey Wilson,94,79,4
2022-12-11,80,Romantic Homicide,d4vd,72,33,14
2022-12-11,81,Someday At Christmas,Lizzo,96,81,2
2022-12-11,82,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,64,6,5
2022-12-11,83,Wild Flower,RM With Youjeen,NEW,RM With Youjeen,-
2022-12-11,84,Billie Eilish.,Armani White,77,58,13
2022-12-11,85,All Mine,Brent Faiyaz,85,42,18
2022-12-11,86,Bejeweled,Taylor Swift,70,6,7
2022-12-11,87,Calm Down,Rema & Selena Gomez,87,74,14
2022-12-11,88,Midnight Rain,Taylor Swift,71,5,7
2022-12-11,89,Country On,Luke Bryan,89,72,16
2022-12-11,90,Heyy,Lil Baby,82,21,9
2022-12-11,91,Half Of Me,Thomas Rhett Featuring Riley Green,68,52,16
2022-12-11,92,"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,NEW,Kelly Clarkson & Ariana Grande,-
2022-12-11,93,Maroon,Taylor Swift,73,3,7
2022-12-11,94,"Going, Going, Gone",Luke Combs,99,94,4
2022-12-11,95,Last Christmas,Lauren Spencer Smith,91,91,2
2022-12-11,96,Don't Come Lookin',Jackson Dean,69,50,15
2022-12-11,97,No Se Va,Grupo Frontera,84,57,11
2022-12-11,98,Blue Christmas,Kane Brown,NEW,Kane Brown,-
2022-12-11,99,Freestyle,Lil Baby,90,63,13
2022-12-11,100,Escapism,RAYE Featuring 070 Shake,NEW,RAYE Featuring 070 Shake,-
2022-12-18,1,All I Want For Christmas Is You,Mariah Carey,1,1,56
2022-12-18,2,Rockin' Around The Christmas Tree,Brenda Lee,2,2,50
2022-12-18,3,Kill Bill,SZA,NEW,SZA,-
2022-12-18,4,Jingle Bell Rock,Bobby Helms,3,3,47
2022-12-18,5,A Holly Jolly Christmas,Burl Ives,4,4,30
2022-12-18,6,Last Christmas,Wham!,9,6,29
2022-12-18,7,Anti-Hero,Taylor Swift,6,1,8
2022-12-18,8,It's The Most Wonderful Time Of The Year,Andy Williams,11,5,31
2022-12-18,9,Unholy,Sam Smith & Kim Petras,7,1,12
2022-12-18,10,Nobody Gets Me,SZA,NEW,SZA,-
2022-12-18,11,Feliz Navidad,Jose Feliciano,12,6,24
2022-12-18,12,Blind,SZA,NEW,SZA,-
2022-12-18,13,Creepin',"Metro Boomin, The Weeknd & 21 Savage",5,5,2
2022-12-18,14,Rich Flex,Drake & 21 Savage,10,2,6
2022-12-18,15,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",17,11,36
2022-12-18,16,Sleigh Ride,The Ronettes,15,10,20
2022-12-18,17,Low,SZA,NEW,SZA,-
2022-12-18,18,Shirt,SZA,62,11,7
2022-12-18,19,Santa Tell Me,Ariana Grande,20,17,16
2022-12-18,20,Underneath The Tree,Kelly Clarkson,16,12,19
2022-12-18,21,Love Language,SZA,NEW,SZA,-
2022-12-18,22,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin,24,8,23
2022-12-18,23,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,14,12,16
2022-12-18,24,Seek & Destroy,SZA,NEW,SZA,-
2022-12-18,25,Christmas (Baby Please Come Home),Darlene Love,25,16,15
2022-12-18,26,I'm Good (Blue),David Guetta & Bebe Rexha,18,7,16
2022-12-18,27,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,26,12,28
2022-12-18,28,Bad Habit,Steve Lacy,13,1,24
2022-12-18,29,Snooze,SZA,NEW,SZA,-
2022-12-18,30,Used,SZA Featuring Don Toliver,NEW,SZA Featuring Don Toliver,-
2022-12-18,31,Deck The Halls,Nat King Cole,30,30,6
2022-12-18,32,SOS,SZA,NEW,SZA,-
2022-12-18,33,Die For You,The Weeknd & Ariana Grande,19,12,20
2022-12-18,34,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",8,8,2
2022-12-18,35,It's Beginning To Look A Lot Like Christmas,Michael Buble,32,20,13
2022-12-18,36,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,29,29,7
2022-12-18,37,Special,SZA,NEW,SZA,-
2022-12-18,38,As It Was,Harry Styles,21,1,37
2022-12-18,39,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,44,26,13
2022-12-18,40,Ghost In The Machine,SZA Featuring Phoebe Bridgers,NEW,SZA Featuring Phoebe Bridgers,-
2022-12-18,41,Blue Christmas,Elvis Presley,45,33,6
2022-12-18,42,Cuff It,Beyonce,28,13,18
2022-12-18,43,Gone Girl,SZA,NEW,SZA,-
2022-12-18,44,Notice Me,SZA,NEW,SZA,-
2022-12-18,45,Under The Influence,Chris Brown,33,14,14
2022-12-18,46,Run Rudolph Run,Chuck Berry,"RE-
ENTRY",Chuck Berry,-
2022-12-18,47,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,36,16,20
2022-12-18,48,Santa Claus Is Comin' To Town,Jackson 5,"RE-
ENTRY",Jackson 5,-
2022-12-18,49,You Proof,Morgan Wallen,34,5,31
2022-12-18,50,Made You Look,Meghan Trainor,46,24,8
2022-12-18,51,Lift Me Up,Rihanna,35,2,7
2022-12-18,52,Smoking On My Ex Pack,SZA,NEW,SZA,-
2022-12-18,53,Something In The Orange,Zach Bryan,41,12,34
2022-12-18,54,Open Arms,SZA Featuring Travis Scott,NEW,SZA Featuring Travis Scott,-
2022-12-18,55,F2F,SZA,NEW,SZA,-
2022-12-18,56,Super Freaky Girl,Nicki Minaj,40,1,18
2022-12-18,57,Tomorrow 2,GloRilla & Cardi B,47,9,12
2022-12-18,58,Conceited,SZA,NEW,SZA,-
2022-12-18,59,Golden Hour,JVKE,54,35,16
2022-12-18,60,Just Wanna Rock,Lil Uzi Vert,51,21,9
2022-12-18,61,Far,SZA,NEW,SZA,-
2022-12-18,62,Too Late,SZA,NEW,SZA,-
2022-12-18,63,Thank God,Kane Brown With Katelyn Brown,56,22,14
2022-12-18,64,Until I Found You,Stephen Sanchez,60,38,24
2022-12-18,65,Lavender Haze,Taylor Swift,61,2,8
2022-12-18,66,Rock And A Hard Place,Bailey Zimmerman,65,24,27
2022-12-18,67,Victoria's Secret,Jax,63,35,20
2022-12-18,68,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,22,22,2
2022-12-18,69,What My World Spins Around,Jordan Davis,67,41,18
2022-12-18,70,Son Of A Sinner,Jelly Roll,64,31,24
2022-12-18,71,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage",27,27,2
2022-12-18,72,Wait In The Truck,HARDY Featuring Lainey Wilson,69,51,15
2022-12-18,73,Someday At Christmas,Lizzo,81,73,3
2022-12-18,74,Umbrella,"Metro Boomin, 21 Savage & Young Nudy",23,23,2
2022-12-18,75,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,71,32,12
2022-12-18,76,Forgiveless,SZA Featuring Ol' Dirty Bastard,NEW,SZA Featuring Ol' Dirty Bastard,-
2022-12-18,77,Raindrops (Insane),Metro Boomin & Travis Scott,31,31,2
2022-12-18,78,Spin Bout U,Drake & 21 Savage,70,5,6
2022-12-18,79,Escapism,RAYE Featuring 070 Shake,100,79,2
2022-12-18,80,Whiskey On You,Nate Smith,76,44,26
2022-12-18,81,One Thing At A Time,Morgan Wallen,37,37,2
2022-12-18,82,Heart Like A Truck,Lainey Wilson,79,79,5
2022-12-18,83,Calm Down,Rema & Selena Gomez,87,74,15
2022-12-18,84,Blue Christmas,Kane Brown,98,84,2
2022-12-18,85,On Time,Metro Boomin & John Legend,48,48,2
2022-12-18,86,Romantic Homicide,d4vd,80,33,15
2022-12-18,87,Circo Loco,Drake & 21 Savage,73,8,6
2022-12-18,88,"Going, Going, Gone",Luke Combs,94,88,5
2022-12-18,89,Hold Me Closer,Elton John & Britney Spears,74,6,16
2022-12-18,90,Trance,"Metro Boomin, Travis Scott & Young Thug",42,42,2
2022-12-18,91,Metro Spider,Metro Boomin & Young Thug,43,43,2
2022-12-18,92,"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,92,92,2
2022-12-18,93,Country On,Luke Bryan,89,72,17
2022-12-18,94,Last Christmas,Lauren Spencer Smith,95,91,3
2022-12-18,95,All Mine,Brent Faiyaz,85,42,19
2022-12-18,96,On BS,Drake & 21 Savage,75,4,6
2022-12-18,97,Water (Drowning Pt. 2),A Boogie Wit da Hoodie Featuring Kodak Black,NEW,A Boogie Wit da Hoodie Featuring Kodak Black,-
2022-12-18,98,Around Me,Metro Boomin Featuring Don Toliver,53,53,2
2022-12-18,99,Tennessee Fan,Morgan Wallen,49,49,2
2022-12-18,100,Major Distribution,Drake & 21 Savage,77,3,6
2022-12-25,1,All I Want For Christmas Is You,Mariah Carey,1,1,57
2022-12-25,2,Rockin' Around The Christmas Tree,Brenda Lee,2,2,51
2022-12-25,3,Jingle Bell Rock,Bobby Helms,4,3,48
2022-12-25,4,A Holly Jolly Christmas,Burl Ives,5,4,31
2022-12-25,5,Last Christmas,Wham!,6,5,30
2022-12-25,6,It's The Most Wonderful Time Of The Year,Andy Williams,8,5,32
2022-12-25,7,Kill Bill,SZA,3,3,2
2022-12-25,8,Feliz Navidad,Jose Feliciano,11,6,25
2022-12-25,9,Anti-Hero,Taylor Swift,7,1,9
2022-12-25,10,Unholy,Sam Smith & Kim Petras,9,1,13
2022-12-25,11,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",15,11,37
2022-12-25,12,Santa Tell Me,Ariana Grande,19,12,17
2022-12-25,13,Sleigh Ride,The Ronettes,16,10,21
2022-12-25,14,Underneath The Tree,Kelly Clarkson,20,12,20
2022-12-25,15,Christmas (Baby Please Come Home),Darlene Love,25,15,16
2022-12-25,16,Deck The Halls,Nat King Cole,31,16,7
2022-12-25,17,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin,22,8,24
2022-12-25,18,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,27,12,29
2022-12-25,19,Creepin',"Metro Boomin, The Weeknd & 21 Savage",13,5,3
2022-12-25,20,Rich Flex,Drake & 21 Savage,14,2,7
2022-12-25,21,It's Beginning To Look A Lot Like Christmas,Michael Buble,35,20,14
2022-12-25,22,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,36,22,8
2022-12-25,23,I'm Good (Blue),David Guetta & Bebe Rexha,26,7,17
2022-12-25,24,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,23,12,17
2022-12-25,25,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,39,25,14
2022-12-25,26,Die For You,The Weeknd & Ariana Grande,33,12,21
2022-12-25,27,Blue Christmas,Elvis Presley,41,27,7
2022-12-25,28,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,47,16,21
2022-12-25,29,Bad Habit,Steve Lacy,28,1,25
2022-12-25,30,Little Saint Nick,The Beach Boys,"RE-
ENTRY",The Beach Boys,-
2022-12-25,31,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,"RE-
ENTRY",Thurl Ravenscroft,-
2022-12-25,32,Wonderful Christmastime,Paul McCartney,"RE-
ENTRY",Paul McCartney,-
2022-12-25,33,Santa Claus Is Comin' To Town,Jackson 5,48,33,5
2022-12-25,34,Run Rudolph Run,Chuck Berry,46,10,16
2022-12-25,35,As It Was,Harry Styles,38,1,38
2022-12-25,36,Shirt,SZA,18,11,8
2022-12-25,37,Under The Influence,Chris Brown,45,14,15
2022-12-25,38,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,"RE-
ENTRY",John & Yoko/The Plastic Ono Band With The Harlem Community Choir,-
2022-12-25,39,Cuff It,Beyonce,42,13,19
2022-12-25,40,Happy Holiday / The Holiday Season,Andy Williams,"RE-
ENTRY",Andy Williams,-
2022-12-25,41,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",34,8,3
2022-12-25,42,Merry Christmas,Ed Sheeran & Elton John,"RE-
ENTRY",Ed Sheeran & Elton John,-
2022-12-25,43,Nobody Gets Me,SZA,10,10,2
2022-12-25,44,Please Come Home For Christmas,Eagles,"RE-
ENTRY",Eagles,-
2022-12-25,45,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,"RE-
ENTRY",Eartha Kitt With Henri Rene And His Orchestra,-
2022-12-25,46,You Proof,Morgan Wallen,49,5,32
2022-12-25,47,This Christmas,Donny Hathaway,"RE-
ENTRY",Donny Hathaway,-
2022-12-25,48,Blind,SZA,12,12,2
2022-12-25,49,Linus And Lucy (Peanuts Theme),Vince Guaraldi Trio,"RE-
ENTRY",Vince Guaraldi Trio,-
2022-12-25,50,Something In The Orange,Zach Bryan,53,12,35
2022-12-25,51,Made You Look,Meghan Trainor,50,24,9
2022-12-25,52,Low,SZA,17,17,2
2022-12-25,53,Super Freaky Girl,Nicki Minaj,56,1,19
2022-12-25,54,Golden Hour,JVKE,59,35,17
2022-12-25,55,Just Wanna Rock,Lil Uzi Vert,60,21,10
2022-12-25,56,Tomorrow 2,GloRilla & Cardi B,57,9,13
2022-12-25,57,Lift Me Up,Rihanna,51,2,8
2022-12-25,58,Love Language,SZA,21,21,2
2022-12-25,59,Someday At Christmas,Lizzo,73,59,4
2022-12-25,60,Thank God,Kane Brown With Katelyn Brown,63,22,15
2022-12-25,61,Snooze,SZA,29,29,2
2022-12-25,62,Until I Found You,Stephen Sanchez,64,38,25
2022-12-25,63,Seek & Destroy,SZA,24,24,2
2022-12-25,64,Rock And A Hard Place,Bailey Zimmerman,66,24,28
2022-12-25,65,What My World Spins Around,Jordan Davis,69,41,19
2022-12-25,66,Victoria's Secret,Jax,67,35,21
2022-12-25,67,Lavender Haze,Taylor Swift,65,2,9
2022-12-25,68,Son Of A Sinner,Jelly Roll,70,31,25
2022-12-25,69,Wait In The Truck,HARDY Featuring Lainey Wilson,72,51,16
2022-12-25,70,Used,SZA Featuring Don Toliver,30,30,2
2022-12-25,71,Special,SZA,37,37,2
2022-12-25,72,Escapism,RAYE Featuring 070 Shake,79,72,3
2022-12-25,73,"Going, Going, Gone",Luke Combs,88,73,6
2022-12-25,74,Heart Like A Truck,Lainey Wilson,82,74,6
2022-12-25,75,Ghost In The Machine,SZA Featuring Phoebe Bridgers,40,40,2
2022-12-25,76,Blue Christmas,Kane Brown,84,76,3
2022-12-25,77,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,75,32,13
2022-12-25,78,"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,92,78,3
2022-12-25,79,SOS,SZA,32,32,2
2022-12-25,80,Whiskey On You,Nate Smith,80,44,27
2022-12-25,81,Last Christmas,Lauren Spencer Smith,94,81,4
2022-12-25,82,Gone Girl,SZA,43,43,2
2022-12-25,83,Calm Down,Rema & Selena Gomez,83,74,16
2022-12-25,84,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,68,22,3
2022-12-25,85,Notice Me,SZA,44,44,2
2022-12-25,86,Open Arms,SZA Featuring Travis Scott,54,54,2
2022-12-25,87,Spin Bout U,Drake & 21 Savage,78,5,7
2022-12-25,88,Smoking On My Ex Pack,SZA,52,52,2
2022-12-25,89,Niagara Falls (Foot Or 2),"Metro Boomin, Travis Scott & 21 Savage",71,27,3
2022-12-25,90,Circo Loco,Drake & 21 Savage,87,8,7
2022-12-25,91,F2F,SZA,55,55,2
2022-12-25,92,Face 2 Face,Juice WRLD,NEW,Juice WRLD,-
2022-12-25,93,Kid On Christmas,Pentatonix Featuring Meghan Trainor,NEW,Pentatonix Featuring Meghan Trainor,-
2022-12-25,94,Romantic Homicide,d4vd,86,33,16
2022-12-25,95,Conceited,SZA,58,58,2
2022-12-25,96,Down Home,Jimmie Allen,"RE-
ENTRY",Jimmie Allen,-
2022-12-25,97,One Thing At A Time,Morgan Wallen,81,37,3
2022-12-25,98,Hold Me Closer,Elton John & Britney Spears,89,6,17
2022-12-25,99,Far,SZA,61,61,2
2022-12-25,100,All Mine,Brent Faiyaz,95,42,20
2023-01-01,1,All I Want For Christmas Is You,Mariah Carey,1,1,58
2023-01-01,2,Rockin' Around The Christmas Tree,Brenda Lee,2,2,52
2023-01-01,3,Jingle Bell Rock,Bobby Helms,3,3,49
2023-01-01,4,Last Christmas,Wham!,5,4,31
2023-01-01,5,A Holly Jolly Christmas,Burl Ives,4,4,32
2023-01-01,6,It's The Most Wonderful Time Of The Year,Andy Williams,6,5,33
2023-01-01,7,Feliz Navidad,Jose Feliciano,8,6,26
2023-01-01,8,Anti-Hero,Taylor Swift,9,1,10
2023-01-01,9,The Christmas Song (Merry Christmas To You),"Nat ""King"" Cole",11,9,38
2023-01-01,10,Unholy,Sam Smith & Kim Petras,10,1,14
2023-01-01,11,Kill Bill,SZA,7,3,3
2023-01-01,12,Santa Tell Me,Ariana Grande,12,12,18
2023-01-01,13,Sleigh Ride,The Ronettes,13,10,22
2023-01-01,14,Underneath The Tree,Kelly Clarkson,14,12,21
2023-01-01,15,Christmas (Baby Please Come Home),Darlene Love,15,15,17
2023-01-01,16,White Christmas,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,18,12,30
2023-01-01,17,Deck The Halls,Nat King Cole,16,16,8
2023-01-01,18,"Let It Snow, Let It Snow, Let It Snow!",Dean Martin,17,8,25
2023-01-01,19,I'm Good (Blue),David Guetta & Bebe Rexha,23,7,18
2023-01-01,20,Jingle Bells,Frank Sinatra With The Orchestra & Chorus Of Gordon Jenkins,22,20,9
2023-01-01,21,Rich Flex,Drake & 21 Savage,20,2,8
2023-01-01,22,Creepin',"Metro Boomin, The Weeknd & 21 Savage",19,5,4
2023-01-01,23,It's Beginning To Look A Lot Like Christmas,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,24,12,18
2023-01-01,24,Blue Christmas,Elvis Presley,27,24,8
2023-01-01,25,It's Beginning To Look A Lot Like Christmas,Michael Buble,21,20,15
2023-01-01,26,Die For You,The Weeknd & Ariana Grande,26,12,22
2023-01-01,27,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,25,25,15
2023-01-01,28,Rudolph The Red-Nosed Reindeer,Gene Autry & The Pinafores,28,16,22
2023-01-01,29,Little Saint Nick,The Beach Boys,30,29,4
2023-01-01,30,Bad Habit,Steve Lacy,29,1,26
2023-01-01,31,As It Was,Harry Styles,35,1,39
2023-01-01,32,Run Rudolph Run,Chuck Berry,34,10,17
2023-01-01,33,Wonderful Christmastime,Paul McCartney,32,28,8
2023-01-01,34,Santa Claus Is Comin' To Town,Jackson 5,33,33,6
2023-01-01,35,"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,31,31,7
2023-01-01,36,Santa Baby,Eartha Kitt With Henri Rene And His Orchestra,45,35,5
2023-01-01,37,This Christmas,Donny Hathaway,47,37,3
2023-01-01,38,Cuff It,Beyonce,39,13,20
2023-01-01,39,Under The Influence,Chris Brown,37,14,16
2023-01-01,40,Happy Holiday / The Holiday Season,Andy Williams,40,18,15
2023-01-01,41,(There's No Place Like) Home For The Holidays (1959),Perry Como With Mitchell Ayers And His Orchestra,"RE-
ENTRY",Perry Como With Mitchell Ayers And His Orchestra,-
2023-01-01,42,Something In The Orange,Zach Bryan,50,12,36
2023-01-01,43,Please Come Home For Christmas,Eagles,44,18,12
2023-01-01,44,Merry Christmas,Ed Sheeran & Elton John,42,42,6
2023-01-01,45,Made You Look,Meghan Trainor,51,24,10
2023-01-01,46,You Proof,Morgan Wallen,46,5,33
2023-01-01,47,Happy Xmas (War Is Over),John & Yoko/The Plastic Ono Band With The Harlem Community Choir,38,38,4
2023-01-01,48,Have Yourself A Merry Little Christmas,Michael Buble,"RE-
ENTRY",Michael Buble,-
2023-01-01,49,Golden Hour,JVKE,54,35,18
2023-01-01,50,Christmastime Is Here,Vince Guaraldi Trio,"RE-
ENTRY",Vince Guaraldi Trio,-
2023-01-01,51,Super Freaky Girl,Nicki Minaj,53,1,20
2023-01-01,52,Shirt,SZA,36,11,9
2023-01-01,53,Just Wanna Rock,Lil Uzi Vert,55,21,11
2023-01-01,54,Tomorrow 2,GloRilla & Cardi B,56,9,14
2023-01-01,55,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",41,8,4
2023-01-01,56,Thank God,Kane Brown With Katelyn Brown,60,22,16
2023-01-01,57,Lift Me Up,Rihanna,57,2,9
2023-01-01,58,Until I Found You,Stephen Sanchez,62,38,26
2023-01-01,59,Nobody Gets Me,SZA,43,10,3
2023-01-01,60,Someday At Christmas,Lizzo,59,59,5
2023-01-01,61,Rock And A Hard Place,Bailey Zimmerman,64,24,29
2023-01-01,62,Gato de Noche,Nengo Flow & Bad Bunny,NEW,Nengo Flow & Bad Bunny,-
2023-01-01,63,Victoria's Secret,Jax,66,35,22
2023-01-01,64,Lavender Haze,Taylor Swift,67,2,10
2023-01-01,65,Low,SZA,52,17,3
2023-01-01,66,Son Of A Sinner,Jelly Roll,68,31,26
2023-01-01,67,Blind,SZA,48,12,3
2023-01-01,68,What My World Spins Around,Jordan Davis,65,41,20
2023-01-01,69,Wait In The Truck,HARDY Featuring Lainey Wilson,69,51,17
2023-01-01,70,"Going, Going, Gone",Luke Combs,73,70,7
2023-01-01,71,Heart Like A Truck,Lainey Wilson,74,71,7
2023-01-01,72,Last Christmas,Lauren Spencer Smith,81,72,5
2023-01-01,73,Blue Christmas,Kane Brown,76,73,4
2023-01-01,74,Snooze,SZA,61,29,3
2023-01-01,75,Escapism,RAYE Featuring 070 Shake,72,72,4
2023-01-01,76,"Santa, Can't You Hear Me",Kelly Clarkson & Ariana Grande,78,76,4
2023-01-01,77,Love Language,SZA,58,21,3
2023-01-01,78,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,77,32,14
2023-01-01,79,Calm Down,Rema & Selena Gomez,83,74,17
2023-01-01,80,Whiskey On You,Nate Smith,80,44,28
2023-01-01,81,Seek & Destroy,SZA,63,24,3
2023-01-01,82,Hold Me Closer,Elton John & Britney Spears,98,6,18
2023-01-01,83,Que Vuelvas,Carin Leon X Grupo Frontera,NEW,Carin Leon X Grupo Frontera,-
2023-01-01,84,Too Many Nights,Metro Boomin Featuring Don Toliver & Future,84,22,4
2023-01-01,85,Spin Bout U,Drake & 21 Savage,87,5,8
2023-01-01,86,Used,SZA Featuring Don Toliver,70,30,3
2023-01-01,87,Romantic Homicide,d4vd,94,33,17
2023-01-01,88,Circo Loco,Drake & 21 Savage,90,8,8
2023-01-01,89,Ghost In The Machine,SZA Featuring Phoebe Bridgers,75,40,3
2023-01-01,90,Down Home,Jimmie Allen,96,88,6
2023-01-01,91,Bebe Dame,Fuerza Regida X Grupo Frontera,NEW,Fuerza Regida X Grupo Frontera,-
2023-01-01,92,Special,SZA,71,37,3
2023-01-01,93,No Se Va,Grupo Frontera,"RE-
ENTRY",Grupo Frontera,-
2023-01-01,94,Kid On Christmas,Pentatonix Featuring Meghan Trainor,93,93,2
2023-01-01,95,One Thing At A Time,Morgan Wallen,97,37,4
2023-01-01,96,Pick Me Up,Gabby Barrett,"RE-
ENTRY",Gabby Barrett,-
2023-01-01,97,SOS,SZA,79,32,3
2023-01-01,98,Forget Me,Lewis Capaldi,"RE-
ENTRY",Lewis Capaldi,-
2023-01-01,99,La Jumpa,Arcangel & Bad Bunny,"RE-
ENTRY",Arcangel & Bad Bunny,-
2023-01-01,100,Gone Girl,SZA,82,43,3
2023-01-08,1,Anti-Hero,Taylor Swift,8,1,11
2023-01-08,2,Unholy,Sam Smith & Kim Petras,10,1,15
2023-01-08,3,Kill Bill,SZA,11,3,4
2023-01-08,4,I'm Good (Blue),David Guetta & Bebe Rexha,19,4,19
2023-01-08,5,Rich Flex,Drake & 21 Savage,21,2,9
2023-01-08,6,Creepin',"Metro Boomin, The Weeknd & 21 Savage",22,5,5
2023-01-08,7,As It Was,Harry Styles,31,1,40
2023-01-08,8,Die For You,The Weeknd & Ariana Grande,26,8,23
2023-01-08,9,Bad Habit,Steve Lacy,30,1,27
2023-01-08,10,Cuff It,Beyonce,38,10,21
2023-01-08,11,Something In The Orange,Zach Bryan,42,11,37
2023-01-08,12,Made You Look,Meghan Trainor,45,12,11
2023-01-08,13,You Proof,Morgan Wallen,46,5,34
2023-01-08,14,Under The Influence,Chris Brown,39,14,17
2023-01-08,15,Golden Hour,JVKE,49,15,19
2023-01-08,16,Just Wanna Rock,Lil Uzi Vert,53,16,12
2023-01-08,17,Thank God,Kane Brown With Katelyn Brown,56,17,17
2023-01-08,18,Super Freaky Girl,Nicki Minaj,51,1,21
2023-01-08,19,I Like You (A Happier Song),Post Malone Featuring Doja Cat,"RE-
ENTRY",Post Malone Featuring Doja Cat,-
2023-01-08,20,Rock And A Hard Place,Bailey Zimmerman,61,20,30
2023-01-08,21,Tomorrow 2,GloRilla & Cardi B,54,9,15
2023-01-08,22,Wasted On You,Morgan Wallen,"RE-
ENTRY",Morgan Wallen,-
2023-01-08,23,Shirt,SZA,52,11,10
